timestamp_s,engine_id,mission_id,mission_phase,throttle_pct,altitude_m,ambient_temperature_c,rpm,cht_c,egt_c,oil_pressure_kpa,oil_temperature_c,fuel_flow_lph,vibration_g,alternator_voltage_v,battery_voltage_v,injection_timing_deg,expected_rpm,expected_cht_c,expected_egt_c,expected_oil_pressure_kpa,expected_oil_temperature_c,expected_fuel_flow_lph,expected_vibration_g,expected_injection_timing_deg,true_fault_type,true_fault_active,true_severity,residual_rpm,residual_cht_c,residual_egt_c,residual_oil_pressure_kpa,residual_oil_temperature_c,residual_fuel_flow_lph,residual_vibration_g,residual_injection_timing_deg
56.0,ENG-003,MIS-0003,LANDING,23.5,6000.0,0.47,1409.4,118.3,508.14,263.14,39.79,9.84,0.188,28.1,25.16,22.75,1458.1,111.15,472.21,270.51,43.0,9.17,0.211,22.71,COMBUSTION_INSTABILITY,1,0.855,-48.69999999999982,7.1499999999999915,35.93000000000001,-7.3700000000000045,-3.210000000000001,0.6699999999999999,-0.022999999999999993,0.03999999999999915
0.0,ENG-001,MIS-0004,TAXI,18.75,0.0,40.68,1280.7,117.56,469.47,258.89,42.48,8.33,0.21,27.98,25.51,22.52,1324.9,119.28,472.3,256.24,40.03,8.12,0.2,22.56,COMBUSTION_INSTABILITY,0,0.0,-44.200000000000045,-1.7199999999999989,-2.829999999999984,2.6499999999999773,2.4499999999999957,0.21000000000000085,0.009999999999999981,-0.03999999999999915
1.0,ENG-001,MIS-0004,TAXI,16.1,0.0,38.97,1232.0,113.87,461.53,247.36,40.01,7.92,0.205,27.75,25.3,22.9,1250.8,115.87,456.48,248.3,40.06,7.54,0.198,22.48,COMBUSTION_INSTABILITY,0,0.0,-18.799999999999955,-2.0,5.0499999999999545,-0.9399999999999977,-0.05000000000000426,0.3799999999999999,0.0069999999999999785,0.41999999999999815
2.0,ENG-001,MIS-0004,TAXI,16.32,0.0,40.11,1269.0,117.31,457.39,247.65,39.64,7.97,0.231,28.1,25.56,22.76,1256.9,116.76,458.99,248.96,40.09,7.59,0.199,22.49,COMBUSTION_INSTABILITY,0,0.0,12.099999999999909,0.5499999999999972,-1.6000000000000227,-1.3100000000000023,-0.45000000000000284,0.3799999999999999,0.032,0.2700000000000031
3.0,ENG-001,MIS-0004,TAKEOFF,95.82,2881.1,21.39,3459.4,175.66,851.14,489.31,40.82,24.91,0.263,28.04,25.5,24.63,3482.9,177.07,849.92,487.45,40.17,25.08,0.284,24.87,COMBUSTION_INSTABILITY,0,0.0,-23.5,-1.4099999999999966,1.2200000000000273,1.8600000000000136,0.6499999999999986,-0.16999999999999815,-0.020999999999999963,-0.240000000000002
4.0,ENG-001,MIS-0004,TAKEOFF,99.08,3174.7,19.77,3579.1,180.76,866.71,503.93,40.22,25.56,0.271,27.97,25.23,25.19,3574.3,179.17,865.22,497.24,40.25,25.8,0.288,24.97,COMBUSTION_INSTABILITY,0,0.0,4.799999999999727,1.5900000000000034,1.490000000000009,6.689999999999998,-0.030000000000001137,-0.240000000000002,-0.01699999999999996,0.22000000000000242
5.0,ENG-001,MIS-0004,TAKEOFF,91.78,3468.4,17.64,3360.7,171.65,825.14,477.32,40.2,24.13,0.292,28.29,25.49,24.73,3369.8,172.6,827.26,475.34,40.32,24.19,0.281,24.75,COMBUSTION_INSTABILITY,0,0.0,-9.100000000000364,-0.9499999999999886,-2.1200000000000045,1.9800000000000182,-0.11999999999999744,-0.060000000000002274,0.010999999999999954,-0.019999999999999574
6.0,ENG-001,MIS-0004,CLIMB,88.59,3762.1,14.95,3301.6,167.76,811.36,463.66,39.91,23.09,0.277,27.98,25.48,24.74,3280.5,169.73,810.66,465.76,40.39,23.49,0.279,24.66,COMBUSTION_INSTABILITY,0,0.0,21.09999999999991,-1.9699999999999989,0.7000000000000455,-2.099999999999966,-0.480000000000004,-0.3999999999999986,-0.0020000000000000018,0.0799999999999983
7.0,ENG-001,MIS-0004,CLIMB,85.4,4055.8,13.87,3196.8,167.79,791.59,461.1,39.49,22.6,0.258,28.11,25.55,24.59,3191.1,166.86,794.06,456.19,40.47,22.79,0.277,24.56,COMBUSTION_INSTABILITY,0,0.0,5.700000000000273,0.9299999999999784,-2.4699999999999136,4.910000000000025,-0.9799999999999969,-0.18999999999999773,-0.019000000000000017,0.030000000000001137
8.0,ENG-001,MIS-0004,CLIMB,90.7,4349.5,10.27,3325.8,172.05,821.49,471.55,40.95,23.77,0.257,28.11,25.48,24.79,3339.7,171.63,821.67,472.11,40.54,23.96,0.283,24.72,COMBUSTION_INSTABILITY,0,0.0,-13.899999999999636,0.4200000000000159,-0.17999999999994998,-0.5600000000000023,0.4100000000000037,-0.19000000000000128,-0.025999999999999968,0.07000000000000028
9.0,ENG-001,MIS-0004,CLIMB,82.2,4643.2,9.02,3078.0,163.42,772.82,452.58,40.5,22.54,0.222,28.04,25.58,24.56,3101.6,163.98,777.44,446.6,40.61,22.08,0.275,24.47,COMBUSTION_INSTABILITY,0,0.0,-23.59999999999991,-0.5600000000000023,-4.6200000000000045,5.979999999999961,-0.10999999999999943,0.46000000000000085,-0.05300000000000002,0.08999999999999986
10.0,ENG-001,MIS-0004,CLIMB,83.44,4936.9,7.48,3129.6,165.01,788.93,447.59,40.3,22.07,0.273,27.93,25.75,24.75,3136.4,165.1,783.9,450.33,40.68,22.36,0.277,24.5,COMBUSTION_INSTABILITY,0,0.0,-6.800000000000182,-0.09000000000000341,5.029999999999973,-2.740000000000009,-0.38000000000000256,-0.28999999999999915,-0.0040000000000000036,0.25
11.0,ENG-001,MIS-0004,CLIMB,85.53,5230.5,5.33,3192.5,169.39,793.51,449.9,39.21,22.87,0.281,28.03,25.37,24.6,3194.8,166.97,794.74,456.58,40.75,22.82,0.28,24.57,COMBUSTION_INSTABILITY,0,0.0,-2.300000000000182,2.4199999999999875,-1.2300000000000182,-6.680000000000007,-1.5399999999999991,0.05000000000000071,0.0010000000000000009,0.030000000000001137
12.0,ENG-001,MIS-0004,CLIMB,83.39,5524.2,3.12,3160.0,164.83,787.14,449.51,42.46,22.71,0.285,28.33,25.34,24.46,3135.0,165.05,783.64,450.18,40.82,22.35,0.279,24.5,COMBUSTION_INSTABILITY,0,0.0,25.0,-0.21999999999999886,3.5,-0.6700000000000159,1.6400000000000006,0.35999999999999943,0.00599999999999995,-0.03999999999999915
13.0,ENG-001,MIS-0004,CLIMB,84.27,5817.9,2.29,3162.3,165.8,784.92,460.63,41.46,22.64,,27.89,25.69,24.3,3159.6,165.84,788.2,452.81,40.89,22.54,0.281,24.53,COMBUSTION_INSTABILITY,0,0.0,2.700000000000273,-0.03999999999999204,-3.2800000000000864,7.819999999999993,0.5700000000000003,0.10000000000000142,,-0.23000000000000043
14.0,ENG-001,MIS-0004,CRUISE,58.57,6000.0,0.31,2434.3,141.97,649.6,374.88,42.16,16.68,0.253,27.96,25.76,23.77,2439.9,142.71,654.55,375.7,40.94,16.88,0.254,23.76,COMBUSTION_INSTABILITY,0,0.0,-5.599999999999909,-0.7400000000000091,-4.949999999999932,-0.8199999999999932,1.2199999999999989,-0.1999999999999993,-0.0010000000000000009,0.00999999999999801
15.0,ENG-001,MIS-0004,CRUISE,59.65,6000.0,1.11,2464.4,142.42,661.61,379.18,41.12,16.92,0.241,27.93,25.56,23.76,2470.2,143.68,660.18,378.95,41.0,17.12,0.256,23.79,COMBUSTION_INSTABILITY,0,0.0,-5.799999999999727,-1.2600000000000193,1.4300000000000637,0.2300000000000182,0.11999999999999744,-0.1999999999999993,-0.015000000000000013,-0.029999999999997584
16.0,ENG-001,MIS-0004,CRUISE,63.32,6000.0,1.34,2567.5,146.58,677.31,391.94,41.71,17.99,0.264,27.81,25.45,23.97,2572.9,146.99,679.25,389.95,41.05,17.93,0.261,23.9,COMBUSTION_INSTABILITY,0,0.0,-5.400000000000091,-0.4099999999999966,-1.9400000000000546,1.990000000000009,0.6600000000000037,0.05999999999999872,0.0030000000000000027,0.07000000000000028
17.0,ENG-001,MIS-0004,CRUISE,61.51,6000.0,1.27,2476.6,146.11,666.26,386.02,40.78,17.86,0.225,28.11,25.23,23.8,2522.3,145.36,669.86,384.54,41.11,17.53,0.26,23.85,COMBUSTION_INSTABILITY,0,0.0,-45.70000000000027,0.75,-3.6000000000000227,1.4799999999999613,-0.3299999999999983,0.3299999999999983,-0.035,-0.05000000000000071
18.0,ENG-001,MIS-0004,CRUISE,59.75,6000.0,1.07,2481.5,142.71,664.19,382.87,40.78,17.24,0.263,28.0,25.51,23.99,2472.9,143.77,660.67,379.24,41.17,17.14,0.258,23.79,COMBUSTION_INSTABILITY,0,0.0,8.599999999999909,-1.0600000000000023,3.5200000000000955,3.6299999999999955,-0.39000000000000057,0.09999999999999787,0.0050000000000000044,0.1999999999999993
19.0,ENG-001,MIS-0004,CRUISE,59.74,6000.0,0.25,2472.5,142.26,658.4,373.99,41.03,17.15,0.25,27.95,25.49,24.06,2472.8,143.77,660.67,379.23,41.22,17.14,0.259,23.79,COMBUSTION_INSTABILITY,0,0.0,-0.3000000000001819,-1.5100000000000193,-2.269999999999982,-5.240000000000009,-0.18999999999999773,0.00999999999999801,-0.009000000000000008,0.2699999999999996
20.0,ENG-001,MIS-0004,CRUISE,56.24,6000.0,1.26,2384.0,139.03,642.17,372.74,40.63,16.49,0.232,27.62,25.45,23.57,2374.7,140.61,642.44,368.71,41.27,16.37,0.256,23.69,COMBUSTION_INSTABILITY,0,0.0,9.300000000000182,-1.5800000000000125,-0.2700000000000955,4.03000000000003,-0.6400000000000006,0.11999999999999744,-0.023999999999999994,-0.120000000000001
21.0,ENG-001,MIS-0004,CRUISE,59.26,6000.0,1.11,2463.0,142.91,658.17,383.03,42.66,16.67,0.264,28.0,25.45,23.64,2459.3,143.34,658.16,377.78,41.33,17.04,0.26,23.78,COMBUSTION_INSTABILITY,0,0.0,3.699999999999818,-0.4300000000000068,0.009999999999990905,5.25,1.3299999999999983,-0.36999999999999744,0.0040000000000000036,-0.14000000000000057
22.0,ENG-001,MIS-0004,CRUISE,60.81,6000.0,1.05,2479.3,142.95,658.88,382.1,42.36,17.18,0.229,28.3,25.28,23.63,2502.6,144.73,666.2,382.42,41.38,17.38,0.262,23.82,COMBUSTION_INSTABILITY,0,0.033,-23.299999999999727,-1.7800000000000011,-7.32000000000005,-0.3199999999999932,0.9799999999999969,-0.1999999999999993,-0.033,-0.19000000000000128
23.0,ENG-001,MIS-0004,CRUISE,62.55,6000.0,0.86,2539.2,145.61,673.73,386.09,39.51,18.19,0.275,28.06,25.24,23.68,2551.3,146.29,675.23,387.64,41.44,17.76,0.264,23.88,COMBUSTION_INSTABILITY,0,0.039,-12.100000000000364,-0.6799999999999784,-1.5,-1.5500000000000114,-1.9299999999999997,0.4299999999999997,0.01100000000000001,-0.1999999999999993
24.0,ENG-001,MIS-0004,CRUISE,64.91,6000.0,0.63,2585.8,146.64,691.33,393.9,42.43,18.48,0.305,28.04,25.67,23.52,2617.4,148.42,687.52,394.73,41.5,18.28,0.267,23.95,COMBUSTION_INSTABILITY,0,0.047,-31.59999999999991,-1.7800000000000011,3.810000000000059,-0.8300000000000409,0.9299999999999997,0.1999999999999993,0.03799999999999998,-0.4299999999999997
25.0,ENG-001,MIS-0004,CRUISE,61.46,6000.0,0.96,2507.1,145.48,666.17,385.75,40.24,17.76,0.251,28.22,25.28,24.05,2520.9,145.31,669.59,384.38,41.55,17.52,0.264,23.84,COMBUSTION_INSTABILITY,1,0.055,-13.800000000000182,0.1699999999999875,-3.4200000000000728,1.3700000000000045,-1.3099999999999952,0.240000000000002,-0.013000000000000012,0.21000000000000085
26.0,ENG-001,MIS-0004,CRUISE,62.19,6000.0,0.64,2560.1,147.79,678.31,392.09,42.41,17.55,0.294,27.87,25.37,24.09,2541.4,145.97,673.4,386.58,41.61,17.68,0.265,23.87,COMBUSTION_INSTABILITY,1,0.065,18.699999999999818,1.8199999999999932,4.909999999999968,5.509999999999991,0.7999999999999972,-0.129999999999999,0.02899999999999997,0.21999999999999886
27.0,ENG-001,MIS-0004,CRUISE,62.86,6000.0,1.13,2590.5,145.11,680.5,401.59,42.03,18.04,0.282,27.99,25.57,24.01,2560.1,146.57,676.87,388.58,41.67,17.83,0.266,23.89,COMBUSTION_INSTABILITY,1,0.076,30.40000000000009,-1.4599999999999795,3.6299999999999955,13.009999999999991,0.35999999999999943,0.21000000000000085,0.01599999999999996,0.120000000000001
28.0,ENG-001,MIS-0004,CRUISE,61.69,6000.0,1.9,2507.5,146.47,662.8,382.58,41.68,17.83,0.298,27.8,25.17,23.75,2527.3,145.52,670.79,385.07,41.72,17.57,0.264,23.85,COMBUSTION_INSTABILITY,1,0.089,-19.800000000000182,0.9499999999999886,-7.990000000000009,-2.490000000000009,-0.03999999999999915,0.259999999999998,0.033999999999999975,-0.10000000000000142
29.0,ENG-001,MIS-0004,CRUISE,59.61,6000.0,0.48,2478.2,143.09,659.49,381.4,42.9,17.2,0.267,28.14,25.33,24.37,2469.0,143.65,659.96,378.83,41.78,17.11,0.262,23.79,COMBUSTION_INSTABILITY,1,0.103,9.199999999999818,-0.5600000000000023,-0.4700000000000273,2.569999999999993,1.1199999999999974,0.08999999999999986,0.0050000000000000044,0.5800000000000018
30.0,ENG-001,MIS-0004,CRUISE,59.94,6000.0,1.91,2475.3,144.85,666.58,378.5,41.92,16.69,0.244,27.7,25.59,24.14,2478.2,143.94,661.67,379.81,41.83,17.19,0.263,23.8,COMBUSTION_INSTABILITY,1,0.12,-2.899999999999636,0.9099999999999966,4.910000000000082,-1.3100000000000023,0.09000000000000341,-0.5,-0.019000000000000017,0.33999999999999986
31.0,ENG-001,MIS-0004,CRUISE,55.1,6000.0,1.07,2324.5,138.92,640.8,370.61,40.18,15.77,0.313,27.99,25.24,23.68,2342.7,139.59,636.5,365.29,41.88,16.12,0.258,23.65,COMBUSTION_INSTABILITY,1,0.138,-18.199999999999818,-0.6700000000000159,4.2999999999999545,5.319999999999993,-1.7000000000000028,-0.3500000000000014,0.05499999999999999,0.030000000000001137
32.0,ENG-001,MIS-0004,CRUISE,55.9,6000.0,0.5,2421.6,139.16,640.52,360.63,40.99,16.83,0.33,27.74,25.48,23.55,2365.1,140.31,640.67,367.69,41.93,16.3,0.259,23.68,COMBUSTION_INSTABILITY,1,0.158,56.5,-1.1500000000000057,-0.14999999999997726,-7.060000000000002,-0.9399999999999977,0.5299999999999976,0.07100000000000001,-0.129999999999999
33.0,ENG-001,MIS-0004,CRUISE,58.89,6000.0,1.21,2470.6,142.88,651.82,370.59,42.34,16.66,0.23,27.97,25.45,23.12,2449.0,143.0,656.24,376.68,41.99,16.96,0.262,23.77,COMBUSTION_INSTABILITY,1,0.181,21.59999999999991,-0.12000000000000455,-4.419999999999959,-6.090000000000032,0.3500000000000014,-0.3000000000000007,-0.032,-0.6499999999999986
34.0,ENG-001,MIS-0004,CRUISE,62.03,6000.0,0.35,2559.4,145.1,681.18,394.05,42.55,18.34,0.274,28.48,25.45,23.37,2537.0,145.83,672.58,386.1,42.04,17.65,0.265,23.86,COMBUSTION_INSTABILITY,1,0.204,22.40000000000009,-0.7300000000000182,8.599999999999909,7.949999999999989,0.509999999999998,0.6900000000000013,0.009000000000000008,-0.48999999999999844
35.0,ENG-001,MIS-0004,CRUISE,58.42,6000.0,1.27,2484.1,140.47,646.88,387.14,42.99,15.35,0.28,28.14,25.53,23.42,2435.7,142.58,653.77,375.25,42.1,16.85,0.261,23.75,COMBUSTION_INSTABILITY,1,0.23,48.40000000000009,-2.1100000000000136,-6.889999999999986,11.889999999999986,0.8900000000000006,-1.5000000000000018,0.019000000000000017,-0.3299999999999983
36.0,ENG-001,MIS-0004,CRUISE,60.36,6000.0,0.24,2448.2,145.5,664.54,385.24,39.11,18.01,0.196,27.85,25.37,23.96,2490.2,144.33,663.89,381.09,42.15,17.28,0.263,23.81,COMBUSTION_INSTABILITY,1,0.256,-42.0,1.1699999999999875,0.6499999999999773,4.150000000000034,-3.039999999999999,0.7300000000000004,-0.067,0.15000000000000213
37.0,ENG-001,MIS-0004,CRUISE,62.32,6000.0,0.27,2607.7,148.97,679.24,394.12,41.44,18.07,0.29,27.77,25.17,23.71,2544.9,146.09,674.06,386.96,42.21,17.71,0.265,23.87,COMBUSTION_INSTABILITY,1,0.284,62.79999999999973,2.8799999999999955,5.180000000000064,7.160000000000025,-0.7700000000000031,0.35999999999999943,0.024999999999999967,-0.16000000000000014
38.0,ENG-001,MIS-0004,CRUISE,58.34,6000.0,0.28,2456.6,144.41,646.49,372.38,43.11,17.36,0.271,27.98,25.92,23.67,2433.5,142.51,653.37,375.02,42.26,16.83,0.26,23.75,COMBUSTION_INSTABILITY,1,0.311,23.09999999999991,1.9000000000000057,-6.8799999999999955,-2.6399999999999864,0.8500000000000014,0.5300000000000011,0.01100000000000001,-0.0799999999999983
39.0,ENG-001,MIS-0004,LOITER,47.25,6000.0,1.53,2085.3,137.15,598.44,359.34,43.01,14.35,0.196,28.69,25.72,22.81,2123.0,132.53,595.7,341.75,42.31,14.4,0.248,23.42,COMBUSTION_INSTABILITY,1,0.339,-37.69999999999982,4.6200000000000045,2.740000000000009,17.589999999999975,0.6999999999999957,-0.05000000000000071,-0.05199999999999999,-0.610000000000003
40.0,ENG-001,MIS-0004,LOITER,45.36,6000.0,0.97,2045.6,125.71,583.62,341.75,43.01,13.93,0.118,27.75,25.0,23.57,2070.2,130.83,585.9,336.09,42.35,13.98,0.246,23.36,COMBUSTION_INSTABILITY,1,0.366,-24.59999999999991,-5.120000000000019,-2.2799999999999727,5.660000000000025,0.6599999999999966,-0.05000000000000071,-0.128,0.21000000000000085
41.0,ENG-001,MIS-0004,LOITER,50.85,6000.0,1.52,2174.4,131.93,629.39,356.2,45.13,15.86,0.232,28.84,25.71,23.12,2223.8,135.77,614.42,352.55,42.4,15.19,0.251,23.53,COMBUSTION_INSTABILITY,1,0.393,-49.40000000000009,-3.8400000000000034,14.970000000000027,3.6499999999999773,2.730000000000004,0.6699999999999999,-0.01899999999999999,-0.41000000000000014
42.0,ENG-001,MIS-0004,LOITER,44.62,6000.0,1.01,2035.1,122.94,591.24,337.14,43.82,14.22,0.202,27.81,25.96,22.48,2049.3,130.16,582.01,333.85,42.45,13.82,0.244,23.34,COMBUSTION_INSTABILITY,1,0.417,-14.200000000000273,-7.219999999999999,9.230000000000018,3.2899999999999636,1.3699999999999974,0.40000000000000036,-0.04199999999999998,-0.8599999999999994
43.0,ENG-001,MIS-0004,LOITER,49.24,6000.0,0.99,2148.7,134.45,591.04,348.33,42.4,14.05,0.265,28.46,25.14,22.75,2178.8,134.32,606.07,347.73,42.49,14.83,0.248,23.48,COMBUSTION_INSTABILITY,1,0.441,-30.100000000000364,0.12999999999999545,-15.030000000000086,0.5999999999999659,-0.09000000000000341,-0.7799999999999994,0.017000000000000015,-0.7300000000000004
44.0,ENG-001,MIS-0004,LOITER,39.23,6000.0,1.46,1789.1,126.82,561.91,313.78,44.93,12.49,0.275,28.55,25.71,23.63,1898.5,125.31,554.01,317.7,42.54,12.63,0.237,23.18,COMBUSTION_INSTABILITY,1,0.463,-109.40000000000009,1.509999999999991,7.899999999999977,-3.920000000000016,2.3900000000000006,-0.14000000000000057,0.038000000000000034,0.4499999999999993
45.0,ENG-001,MIS-0004,LOITER,43.03,6000.0,0.42,2023.9,127.52,573.62,324.51,40.2,14.38,0.085,28.18,25.61,23.58,2004.8,128.73,573.75,329.08,42.58,13.47,0.241,23.29,COMBUSTION_INSTABILITY,1,0.482,19.100000000000136,-1.2099999999999937,-0.12999999999999545,-4.569999999999993,-2.3799999999999955,0.9100000000000001,-0.15599999999999997,0.28999999999999915
46.0,ENG-001,MIS-0004,LOITER,39.8,6000.0,1.55,1848.2,127.98,553.98,318.63,45.23,13.22,0.266,27.58,25.79,23.67,1914.5,125.82,556.98,319.41,42.62,12.76,0.237,23.19,COMBUSTION_INSTABILITY,1,0.5,-66.29999999999995,2.160000000000011,-3.0,-0.7800000000000296,2.6099999999999994,0.46000000000000085,0.029000000000000026,0.4800000000000004
47.0,ENG-001,MIS-0004,DESCENT,30.1,6000.0,0.75,1597.1,116.42,495.52,283.37,39.68,10.31,0.255,27.51,25.75,22.99,1642.9,117.09,506.53,290.31,42.66,10.62,0.226,22.9,COMBUSTION_INSTABILITY,1,0.516,-45.80000000000018,-0.6700000000000017,-11.009999999999991,-6.939999999999998,-2.979999999999997,-0.3099999999999987,0.028999999999999998,0.08999999999999986
48.0,ENG-001,MIS-0004,DESCENT,32.6,6000.0,0.62,1686.3,113.32,523.42,289.63,44.64,12.06,0.25,27.63,25.7,23.94,1712.8,119.34,519.52,297.8,42.7,11.17,0.228,22.98,COMBUSTION_INSTABILITY,1,0.53,-26.5,-6.02000000000001,3.8999999999999773,-8.170000000000016,1.9399999999999977,0.8900000000000006,0.021999999999999992,0.9600000000000009
49.0,ENG-001,MIS-0004,DESCENT,32.12,6000.0,0.86,1627.5,123.26,511.17,311.75,42.62,10.07,0.219,27.12,25.58,22.98,1699.3,118.9,517.0,296.35,42.73,11.07,0.226,22.96,COMBUSTION_INSTABILITY,1,0.543,-71.79999999999995,4.359999999999999,-5.829999999999984,15.399999999999977,-0.10999999999999943,-1.0,-0.007000000000000006,0.019999999999999574
50.0,ENG-001,MIS-0004,DESCENT,31.86,6000.0,1.52,1803.3,115.65,539.18,317.79,39.56,11.51,0.19,28.34,25.1,24.05,1692.1,118.68,515.68,295.58,42.77,11.01,0.225,22.96,COMBUSTION_INSTABILITY,1,0.553,111.20000000000005,-3.030000000000001,23.5,22.210000000000036,-3.210000000000001,0.5,-0.035,1.0899999999999999
51.0,ENG-001,MIS-0004,DESCENT,29.54,6000.0,1.7,1588.8,112.24,504.71,266.64,40.37,10.72,0.304,27.6,25.34,22.96,1627.3,116.59,503.63,288.63,42.81,10.5,0.222,22.89,COMBUSTION_INSTABILITY,1,0.563,-38.5,-4.3500000000000085,1.079999999999984,-21.99000000000001,-2.440000000000005,0.22000000000000064,0.08199999999999999,0.07000000000000028
52.0,ENG-001,MIS-0004,LANDING,24.57,6000.0,0.8,1426.9,110.44,471.87,279.17,40.26,11.12,0.149,27.98,25.01,21.83,1487.9,112.11,477.75,273.7,42.84,9.4,0.216,22.74,COMBUSTION_INSTABILITY,1,0.571,-61.0,-1.6700000000000017,-5.8799999999999955,5.470000000000027,-2.5800000000000054,1.7199999999999989,-0.067,-0.9100000000000001
53.0,ENG-001,MIS-0004,LANDING,14.85,6000.0,0.82,1191.6,108.3,429.92,219.75,48.75,6.35,0.219,27.85,25.95,22.04,1215.7,103.36,427.2,244.54,42.87,7.27,0.205,22.45,COMBUSTION_INSTABILITY,1,0.578,-24.100000000000136,4.939999999999998,2.7200000000000273,-24.789999999999992,5.880000000000003,-0.9199999999999999,0.014000000000000012,-0.41000000000000014
0.0,ENG-002,MIS-0005,TAXI,18.66,0.0,24.83,1331.7,110.66,452.29,248.95,39.12,8.11,0.194,28.11,25.54,22.79,1322.5,109.69,452.82,255.98,40.03,8.1,0.2,22.56,MISFIRE,0,0.0,9.200000000000045,0.9699999999999989,-0.5299999999999727,-7.030000000000001,-0.9100000000000037,0.009999999999999787,-0.006000000000000005,0.23000000000000043
1.0,ENG-002,MIS-0005,TAXI,22.48,0.0,25.75,1417.5,112.7,477.79,271.52,42.03,9.02,0.195,27.8,25.19,22.97,1429.5,113.69,473.81,267.45,40.06,8.95,0.205,22.67,MISFIRE,0,0.0,-12.0,-0.9899999999999949,3.980000000000018,4.069999999999993,1.9699999999999989,0.07000000000000028,-0.009999999999999981,0.29999999999999716
2.0,ENG-002,MIS-0005,TAXI,14.13,0.0,24.32,1188.6,108.19,428.22,242.13,40.7,7.12,0.195,28.05,25.71,22.6,1195.6,105.31,428.66,242.39,40.09,7.11,0.197,22.42,MISFIRE,0,0.0,-7.0,2.8799999999999955,-0.4399999999999977,-0.2599999999999909,0.6099999999999994,0.009999999999999787,-0.0020000000000000018,0.17999999999999972
3.0,ENG-002,MIS-0005,TAXI,18.87,0.0,25.28,1327.5,109.21,447.78,255.99,40.72,7.96,0.197,27.96,25.66,22.53,1328.4,110.15,454.46,256.61,40.12,8.15,0.203,22.57,MISFIRE,0,0.0,-0.900000000000091,-0.9400000000000119,-6.680000000000007,-0.6200000000000045,0.6000000000000014,-0.1900000000000004,-0.006000000000000005,-0.03999999999999915
4.0,ENG-002,MIS-0005,TAKEOFF,94.12,4817.7,-6.63,3436.5,173.82,840.48,479.69,40.03,24.37,0.27,27.96,25.5,24.82,3435.3,174.71,839.42,482.36,40.2,24.71,0.283,24.82,MISFIRE,0,0.0,1.199999999999818,-0.8900000000000148,1.0600000000000591,-2.670000000000016,-0.1700000000000017,-0.33999999999999986,-0.012999999999999956,0.0
5.0,ENG-002,MIS-0005,TAKEOFF,92.94,5222.1,-8.96,3387.7,169.86,834.0,474.88,40.83,24.36,0.302,27.92,25.57,24.7,3402.2,173.64,833.27,478.81,40.28,24.45,0.283,24.79,MISFIRE,0,0.0,-14.5,-3.7799999999999727,0.7300000000000182,-3.930000000000007,0.5499999999999972,-0.08999999999999986,0.019000000000000017,-0.08999999999999986
6.0,ENG-002,MIS-0005,TAKEOFF,96.21,5626.5,-11.51,3502.5,177.8,849.31,491.0,40.27,24.99,0.254,27.89,25.61,24.86,3493.9,176.59,850.3,488.63,40.35,25.17,0.287,24.89,MISFIRE,0,0.0,8.599999999999909,1.210000000000008,-0.9900000000000091,2.3700000000000045,-0.0799999999999983,-0.18000000000000327,-0.032999999999999974,-0.030000000000001137
7.0,ENG-002,MIS-0005,CLIMB,81.77,6031.0,-14.45,3087.6,164.59,775.88,448.43,41.3,22.2,0.295,27.95,25.47,24.51,3089.6,163.59,775.21,445.31,40.42,21.99,0.273,24.45,MISFIRE,0,0.0,-2.0,1.0,0.6699999999999591,3.1200000000000045,0.8799999999999955,0.21000000000000085,0.021999999999999964,0.060000000000002274
8.0,ENG-002,MIS-0005,CLIMB,83.95,6435.4,-16.85,3127.0,166.96,787.1,452.21,40.72,22.24,0.281,28.23,25.41,23.89,3150.6,165.55,786.54,451.85,40.49,22.47,0.276,24.52,MISFIRE,0,0.0,-23.59999999999991,1.4099999999999966,0.5600000000000591,0.3599999999999568,0.22999999999999687,-0.23000000000000043,0.0050000000000000044,-0.629999999999999
9.0,ENG-002,MIS-0005,CLIMB,79.78,6839.8,-19.5,3014.7,161.99,766.34,434.6,40.94,21.71,0.276,27.96,25.33,24.62,3033.9,161.8,764.87,439.35,40.56,21.55,0.272,24.39,MISFIRE,0,0.0,-19.200000000000273,0.18999999999999773,1.4700000000000273,-4.75,0.37999999999999545,0.16000000000000014,0.0040000000000000036,0.23000000000000043
10.0,ENG-002,MIS-0005,CLIMB,87.16,7244.2,-22.28,3232.1,168.95,802.49,470.92,40.82,22.68,0.265,28.27,25.52,24.47,3240.5,168.44,803.24,461.48,40.63,23.18,0.281,24.61,MISFIRE,0,0.0,-8.400000000000091,0.5099999999999909,-0.75,9.439999999999998,0.18999999999999773,-0.5,-0.016000000000000014,-0.14000000000000057
11.0,ENG-002,MIS-0005,CLIMB,87.45,7648.7,-24.8,3242.5,168.06,810.86,464.69,39.99,23.1,0.299,28.03,25.53,24.72,3248.5,168.7,804.73,462.34,40.7,23.24,0.282,24.62,MISFIRE,0,0.0,-6.0,-0.6399999999999864,6.1299999999999955,2.3500000000000227,-0.7100000000000009,-0.13999999999999702,0.017000000000000015,0.09999999999999787
